st,ag_dist,cnty,num_owp,cv,id,lat,lon
Maryland,SOUTHERN,Calvert,10,72.7,MD,38.521358,–76.525864
Maryland,SOUTHERN,Charles,8,72.7,MD,38.472853,–77.015427
Maryland,SOUTHERN,Prince George'S,39,72.7,MD,38.82588,–76.847272
Maryland,SOUTHERN,St. Mary'S,15,72.7,MD,38.222666,–76.534271
Maryland,UPPER EASTERN SHORE,Caroline,12,72.7,MD,38.871531,–75.831631
Maryland,UPPER EASTERN SHORE,Cecil,16,72.7,MD,39.562352,–75.941584
Maryland,UPPER EASTERN SHORE,Kent,7,72.7,MD,39.239177,–76.124200
Maryland,UPPER EASTERN SHORE,Queen Anne'S,10,72.7,MD,39.040693,–76.082405
Maryland,UPPER EASTERN SHORE,Talbot,4,72.7,MD,38.749427,–76.179130
Maryland,WESTERN,Allegany,5,72.7,MD,39.612309,–78.703108
Maryland,WESTERN,Garrett,19,72.7,MD,39.529871,–79.269416
Massachusetts,ALL COUNTIES,Barnstable,16,57.3,MA,41.798819,–70.211083
Massachusetts,ALL COUNTIES,Berkshire,18,57.3,MA,42.375314,–73.213948
Massachusetts,ALL COUNTIES,Bristol,12,57.3,MA,41.748576,–71.087062
Massachusetts,ALL COUNTIES,Essex,16,57.3,MA,42.642711,–70.865107
Massachusetts,ALL COUNTIES,Franklin,14,57.3,MA,42.583791,–72.591655
Massachusetts,ALL COUNTIES,Hampden,19,57.3,MA,42.136198,–72.635648
Massachusetts,ALL COUNTIES,Hampshire,35,57.3,MA,42.339459,–72.663694
Massachusetts,ALL COUNTIES,Middlesex,39,57.3,MA,42.479477,–71.396507
Massachusetts,ALL COUNTIES,Norfolk,12,57.3,MA,42.169703,–71.179875
Massachusetts,ALL COUNTIES,Plymouth,37,57.3,MA,41.987196,–70.741942
Massachusetts,ALL COUNTIES,Suffolk,9,57.3,MA,42.33196,–71.020173
Massachusetts,ALL COUNTIES,Worcester,116,57.3,MA,42.311693,–71.940282
Michigan,CENTRAL,Clare,7,82.6,MI,43.991137,–84.838325
Michigan,CENTRAL,Gladwin,6,82.6,MI,43.98975,–84.389816
Michigan,CENTRAL,Gratiot,3,82.6,MI,43.292326,–84.604690
Michigan,CENTRAL,Isabella,18,82.6,MI,43.645233,–84.839425
Michigan,CENTRAL,Mecosta,24,82.6,MI,43.635295,–85.332751
Michigan,CENTRAL,Midland,12,82.6,MI,43.648378,–84.379220
Michigan,CENTRAL,Montcalm,34,82.6,MI,43.312782,–85.149468
Michigan,CENTRAL,Osceola,4,82.6,MI,43.997552,–85.322283
Michigan,EAST CENTRAL,Bay,5,82.6,MI,43.699711,–83.978701
Michigan,EAST CENTRAL,Huron,7,82.6,MI,43.907616,–82.857045
Michigan,EAST CENTRAL,Saginaw,15,82.6,MI,43.328267,–84.055410
Michigan,EAST CENTRAL,Sanilac,28,82.6,MI,43.449155,–82.642815
Michigan,EAST CENTRAL,Tuscola,20,82.6,MI,43.487902,–83.436618
Michigan,NORTHEAST,Alcona,6,82.6,MI,44.682535,–82.834080
Michigan,NORTHEAST,Alpena,9,82.6,MI,44.894954,–83.426574
Michigan,NORTHEAST,Crawford,1,82.6,MI,44.680208,–84.611132
Michigan,NORTHEAST,Iosco,6,82.6,MI,44.329482,–82.849447
Michigan,NORTHEAST,Ogemaw,12,82.6,MI,44.33328,–84.128073
Michigan,NORTHEAST,Oscoda,4,82.6,MI,44.685121,–84.124894
Michigan,NORTHEAST,Otsego,6,82.6,MI,45.021794,–84.576597
Michigan,NORTHEAST,Presque Isle,6,82.6,MI,45.489515,–83.384019
Michigan,NORTHEAST,Roscommon,1,82.6,MI,44.339517,–84.611272
Michigan,NORTHWEST,Antrim,5,82.6,MI,45.005457,–85.175625
Michigan,NORTHWEST,Benzie,8,82.6,MI,44.648621,–86.494317
Michigan,NORTHWEST,Charlevoix,7,82.6,MI,45.513164,–85.450392
Michigan,NORTHWEST,Emmet,9,82.6,MI,45.590094,–84.986822
Michigan,NORTHWEST,Grand Traverse,11,82.6,MI,44.718688,–85.553848
Michigan,NORTHWEST,Kalkaska,9,82.6,MI,44.678881,–85.088992
Michigan,NORTHWEST,Leelanau,17,82.6,MI,45.146182,–86.051574
Michigan,NORTHWEST,Manistee,13,82.6,MI,44.350385,–86.602967
Michigan,NORTHWEST,Missaukee,12,82.6,MI,44.325424,–85.085471
Michigan,NORTHWEST,Wexford,4,82.6,MI,44.331375,–85.570046
Michigan,SOUTH CENTRAL,Barry,19,82.6,MI,42.582811,–85.314550
Michigan,SOUTH CENTRAL,Branch,11,82.6,MI,41.918585,–85.066523
Michigan,SOUTH CENTRAL,Calhoun,16,82.6,MI,42.24299,–85.012385
Michigan,SOUTH CENTRAL,Clinton,26,82.6,MI,42.950455,–84.591695
Michigan,SOUTH CENTRAL,Eaton,27,82.6,MI,42.589614,–84.846524
Michigan,SOUTH CENTRAL,Hillsdale,30,82.6,MI,41.864475,–84.642409
Michigan,SOUTH CENTRAL,Ingham,32,82.6,MI,42.603534,–84.373811
Michigan,SOUTH CENTRAL,Ionia,11,82.6,MI,42.94465,–85.073766
Michigan,SOUTH CENTRAL,Jackson,31,82.6,MI,42.248474,–84.420868
Michigan,SOUTH CENTRAL,Shiawassee,16,82.6,MI,42.951545,–84.146352
Michigan,SOUTH CENTRAL,St. Joseph,14,82.6,MI,41.911488,–85.522870
Michigan,SOUTHEAST,Genesee,43,82.6,MI,43.021077,–83.706372
Michigan,SOUTHEAST,Lapeer,40,82.6,MI,43.088633,–83.224325
Michigan,SOUTHEAST,Lenawee,24,82.6,MI,41.895915,–84.066853
Michigan,SOUTHEAST,Livingston,33,82.6,MI,42.602532,–83.911718
Michigan,SOUTHEAST,Macomb,11,82.6,MI,42.671467,–82.910869
Michigan,SOUTHEAST,Monroe,26,82.6,MI,41.916097,–83.487106
Michigan,SOUTHEAST,Oakland,15,82.6,MI,42.660452,–83.384210
Michigan,SOUTHEAST,St. Clair,34,82.6,MI,42.928804,–82.668914
Michigan,SOUTHEAST,Washtenaw,85,82.6,MI,42.252327,–83.844634
Michigan,SOUTHEAST,Wayne,32,82.6,MI,42.284664,–83.261953
Michigan,SOUTHWEST,Allegan,22,82.6,MI,42.595788,–86.634745
Michigan,SOUTHWEST,Berrien,36,82.6,MI,41.792639,–86.741822
Michigan,SOUTHWEST,Cass,10,82.6,MI,41.91624,–85.999457
Michigan,SOUTHWEST,Kalamazoo,23,82.6,MI,42.246266,–85.532854
Michigan,SOUTHWEST,Kent,39,82.6,MI,43.032497,–85.547446
Michigan,SOUTHWEST,Ottawa,17,82.6,MI,42.942346,–86.655342
Michigan,SOUTHWEST,Van Buren,21,82.6,MI,42.283986,–86.305697
Michigan,UPPER PENINSULA,Alger,13,82.6,MI,47.080077,–86.564108
Michigan,UPPER PENINSULA,Baraga,2,82.6,MI,46.696068,–88.356022
Michigan,UPPER PENINSULA,Chippewa,14,82.6,MI,46.321819,–84.520630
Michigan,UPPER PENINSULA,Delta,11,82.6,MI,45.805101,–86.901373
Michigan,UPPER PENINSULA,Dickinson,11,82.6,MI,46.012823,–87.866119
Michigan,UPPER PENINSULA,Gogebic,5,82.6,MI,46.488054,–89.788314
Michigan,UPPER PENINSULA,Houghton,7,82.6,MI,46.998305,–88.652066
Michigan,UPPER PENINSULA,Iron,1,82.6,MI,46.170249,–88.540409
Michigan,UPPER PENINSULA,Mackinac,2,82.6,MI,46.167981,–85.303756
Michigan,UPPER PENINSULA,Marquette,15,82.6,MI,46.656597,–87.584028
Michigan,UPPER PENINSULA,Menominee,8,82.6,MI,45.544174,–87.509892
Michigan,UPPER PENINSULA,Ontonagon,8,82.6,MI,47.216604,–89.500461
Michigan,UPPER PENINSULA,Schoolcraft,1,82.6,MI,46.020758,–86.199352
Michigan,WEST CENTRAL,Lake,5,82.6,MI,43.995187,–85.811400
Michigan,WEST CENTRAL,Mason,18,82.6,MI,43.996636,–86.750814
Michigan,WEST CENTRAL,Muskegon,20,82.6,MI,43.289258,–86.751892
Michigan,WEST CENTRAL,Newaygo,11,82.6,MI,43.562709,–85.791423
Michigan,WEST CENTRAL,Oceana,7,82.6,MI,43.647255,–86.807575
Minnesota,CENTRAL,Benton,12,75.3,MN,45.701227,–94.001440
Minnesota,CENTRAL,Carver,17,75.3,MN,44.821381,–93.800575
Minnesota,CENTRAL,Kandiyohi,2,75.3,MN,45.152714,–95.004981
Minnesota,CENTRAL,Mcleod,8,75.3,MN,44.821644,–94.272320
Minnesota,CENTRAL,Meeker,16,75.3,MN,45.123156,–94.527346
Minnesota,CENTRAL,Morrison,18,75.3,MN,46.020484,–94.266619
Minnesota,CENTRAL,Scott,12,75.3,MN,44.651932,–93.534553
Minnesota,CENTRAL,Sherburne,19,75.3,MN,45.443171,–93.775092
Minnesota,CENTRAL,Sibley,11,75.3,MN,44.575734,–94.230123
Minnesota,CENTRAL,Stearns,24,75.3,MN,45.555235,–94.610482
Minnesota,CENTRAL,Todd,21,75.3,MN,46.066569,–94.900576
Minnesota,CENTRAL,Wadena,8,75.3,MN,46.586784,–94.988331
Minnesota,CENTRAL,Wright,29,75.3,MN,45.175091,–93.966397
Minnesota,EAST CENTRAL,Aitkin,9,75.3,MN,46.602446,–93.419760
Minnesota,EAST CENTRAL,Anoka,12,75.3,MN,45.27411,–93.242723
Minnesota,EAST CENTRAL,Carlton,13,75.3,MN,46.603818,–92.671044
Minnesota,EAST CENTRAL,Chisago,23,75.3,MN,45.505444,–92.903849
Minnesota,EAST CENTRAL,Crow Wing,5,75.3,MN,46.491114,–94.071213
Minnesota,EAST CENTRAL,Hennepin,10,75.3,MN,45.006064,–93.475185
Minnesota,EAST CENTRAL,Isanti,22,75.3,MN,45.562431,–93.296339
Minnesota,EAST CENTRAL,Kanabec,15,75.3,MN,45.94776,–93.297788
Minnesota,EAST CENTRAL,Mille Lacs,15,75.3,MN,45.929043,–93.632996
Minnesota,EAST CENTRAL,Pine,22,75.3,MN,46.10094,–92.763094
Minnesota,EAST CENTRAL,Ramsey,8,75.3,MN,45.01525,–93.100141
Minnesota,EAST CENTRAL,Washington,29,75.3,MN,45.037929,–92.890117
Minnesota,NORTH CENTRAL,Beltrami,28,75.3,MN,47.878825,–94.986698
Minnesota,NORTH CENTRAL,Cass,13,75.3,MN,46.951427,–94.333773
Minnesota,NORTH CENTRAL,Hubbard,5,75.3,MN,47.095551,–94.913290
Minnesota,NORTH CENTRAL,Itasca,16,75.3,MN,47.490843,–93.613128
Minnesota,NORTH CENTRAL,Koochiching,6,75.3,MN,48.24549,–93.782842
Minnesota,NORTH CENTRAL,Lake Of The Woods,2,75.3,MN,48.7681,–94.904634
Minnesota,NORTHEAST,Cook,2,75.3,MN,47.538571,–90.290190
Minnesota,NORTHEAST,Lake,4,75.3,MN,47.517111,–91.411704
Minnesota,NORTHEAST,St. Louis,37,75.3,MN,47.583852,–92.463645
Minnesota,NORTHWEST,Becker,12,75.3,MN,46.937629,–95.741757
Minnesota,NORTHWEST,Clay,3,75.3,MN,46.898377,–96.494901
Minnesota,NORTHWEST,Clearwater,5,75.3,MN,47.575873,–95.371117
Minnesota,NORTHWEST,Marshall,6,75.3,MN,48.362728,–96.357761
Minnesota,NORTHWEST,Norman,3,75.3,MN,47.32947,–96.463807
Minnesota,NORTHWEST,Pennington,6,75.3,MN,48.069247,–96.037725
Minnesota,NORTHWEST,Polk,18,75.3,MN,47.774254,–96.400027
Minnesota,NORTHWEST,Red Lake,1,75.3,MN,47.865487,–96.087180
Minnesota,NORTHWEST,Roseau,4,75.3,MN,48.761066,–95.821530
Minnesota,SOUTH CENTRAL,Blue Earth,2,75.3,MN,44.038225,–94.064071
Minnesota,SOUTH CENTRAL,Brown,3,75.3,MN,44.246542,–94.733647
Minnesota,SOUTH CENTRAL,Faribault,1,75.3,MN,43.676522,–93.947234
Minnesota,SOUTH CENTRAL,Freeborn,5,75.3,MN,43.674202,–93.350289
Minnesota,SOUTH CENTRAL,Le Sueur,8,75.3,MN,44.373397,–93.730180
Minnesota,SOUTH CENTRAL,Martin,7,75.3,MN,43.677118,–94.537198
Minnesota,SOUTH CENTRAL,Nicollet,2,75.3,MN,44.35882,–94.245685
Minnesota,SOUTH CENTRAL,Rice,19,75.3,MN,44.350943,–93.298503
Minnesota,SOUTH CENTRAL,Steele,1,75.3,MN,44.015261,–93.220453
Minnesota,SOUTH CENTRAL,Waseca,2,75.3,MN,44.01846,–93.589844
Minnesota,SOUTHEAST,Dakota,15,75.3,MN,44.670893,–93.062481
Minnesota,SOUTHEAST,Dodge,7,75.3,MN,44.020706,–92.869353
Minnesota,SOUTHEAST,Fillmore,21,75.3,MN,43.67727,–92.093681
Minnesota,SOUTHEAST,Goodhue,13,75.3,MN,44.406178,–92.716000
Minnesota,SOUTHEAST,Houston,13,75.3,MN,43.66699,–91.501556
Minnesota,SOUTHEAST,Mower,6,75.3,MN,43.666249,–92.759514
Minnesota,SOUTHEAST,Olmsted,23,75.3,MN,44.00343,–92.406722
Minnesota,SOUTHEAST,Wabasha,19,75.3,MN,44.289693,–92.233341
Minnesota,SOUTHEAST,Winona,22,75.3,MN,43.982268,–91.776708
Minnesota,SOUTHWEST,Cottonwood,3,75.3,MN,44.010711,–95.183130
Minnesota,SOUTHWEST,Jackson,2,75.3,MN,43.673025,–95.149704
Minnesota,SOUTHWEST,Lincoln,1,75.3,MN,44.408238,–96.272032
Minnesota,SOUTHWEST,Murray,2,75.3,MN,44.015594,–95.761581
Minnesota,SOUTHWEST,Nobles,6,75.3,MN,43.677686,–95.763132
Minnesota,SOUTHWEST,Pipestone,2,75.3,MN,44.015361,–96.257015
Minnesota,SOUTHWEST,Redwood,6,75.3,MN,44.403536,–95.254242
Minnesota,SOUTHWEST,Rock,2,75.3,MN,43.669587,–96.263238
Minnesota,WEST CENTRAL,Chippewa,5,75.3,MN,45.028625,–95.564108
Minnesota,WEST CENTRAL,Douglas,14,75.3,MN,45.936429,–95.460610
Minnesota,WEST CENTRAL,Grant,4,75.3,MN,45.930743,–96.010699
Minnesota,WEST CENTRAL,Lac Qui Parle,6,75.3,MN,44.999855,–96.176836
Minnesota,WEST CENTRAL,Otter Tail,19,75.3,MN,46.405725,–95.714578
Minnesota,WEST CENTRAL,Pope,8,75.3,MN,45.589623,–95.446705
Minnesota,WEST CENTRAL,Stevens,2,75.3,MN,45.593461,–95.992315
Minnesota,WEST CENTRAL,Swift,4,75.3,MN,45.27545,–95.690398
Minnesota,WEST CENTRAL,Traverse,2,75.3,MN,45.76984,–96.475049
Minnesota,WEST CENTRAL,Yellow Medicine,2,75.3,MN,44.715736,–95.862756
Mississippi,CENTRAL,Attala,4,99.95,MS,33.09047,–89.588622
Mississippi,CENTRAL,Holmes,2,99.95,MS,33.125942,–90.091197
Mississippi,CENTRAL,Leake,2,99.95,MS,32.753268,–89.522568
Mississippi,CENTRAL,Madison,6,99.95,MS,32.63437,–90.034160
Mississippi,CENTRAL,Rankin,10,99.95,MS,32.262057,–89.946552
Mississippi,CENTRAL,Scott,13,99.95,MS,32.427127,–89.533209
Mississippi,EAST CENTRAL,Chickasaw,1,99.95,MS,33.921654,–88.945808
Mississippi,EAST CENTRAL,Clay,3,99.95,MS,33.661734,–88.783326
Mississippi,EAST CENTRAL,Kemper,1,99.95,MS,32.750136,–88.625631
Mississippi,EAST CENTRAL,Lowndes,6,99.95,MS,33.471424,–88.439723
Mississippi,EAST CENTRAL,Monroe,13,99.95,MS,33.89003,–88.485038
Mississippi,EAST CENTRAL,Neshoba,13,99.95,MS,32.752518,–89.119274
Mississippi,EAST CENTRAL,Oktibbeha,3,99.95,MS,33.422313,–88.876151
Mississippi,EAST CENTRAL,Winston,2,99.95,MS,33.078724,–89.037391
Mississippi,LOWER DELTA,Leflore,5,99.95,MS,33.54979,–90.294934
Mississippi,LOWER DELTA,Yazoo,8,99.95,MS,32.765675,–90.387928
Mississippi,NORTH CENTRAL,Benton,4,99.95,MS,34.810773,–89.200029
Mississippi,NORTH CENTRAL,Calhoun,4,99.95,MS,33.936634,–89.337114
Mississippi,NORTH CENTRAL,Desoto,8,99.95,MS,34.874266,–89.993240
Mississippi,NORTH CENTRAL,Lafayette,6,99.95,MS,34.349298,–89.485903
Mississippi,NORTH CENTRAL,Marshall,11,99.95,MS,34.76619,–89.504231
Mississippi,NORTH CENTRAL,Panola,2,99.95,MS,34.365205,–89.963065
Mississippi,NORTH CENTRAL,Yalobusha,2,99.95,MS,34.030669,–89.703793
Mississippi,NORTHEAST,Alcorn,6,99.95,MS,34.886648,–88.581014
Mississippi,NORTHEAST,Itawamba,1,99.95,MS,34.281075,–88.363127
Mississippi,NORTHEAST,Lee,9,99.95,MS,34.288965,–88.680887
Mississippi,NORTHEAST,Pontotoc,7,99.95,MS,34.227081,–89.037239
Mississippi,NORTHEAST,Prentiss,3,99.95,MS,34.620866,–88.522240
Mississippi,NORTHEAST,Tippah,13,99.95,MS,34.763618,–88.918819
Mississippi,NORTHEAST,Tishomingo,8,99.95,MS,34.737699,–88.236067
Mississippi,NORTHEAST,Union,6,99.95,MS,34.489101,–89.002300
Mississippi,SOUTH CENTRAL,Covington,2,99.95,MS,31.633331,–89.548897
Mississippi,SOUTH CENTRAL,Lamar,5,99.95,MS,31.197135,–89.514952
Mississippi,SOUTH CENTRAL,Lawrence,1,99.95,MS,31.550009,–90.107530
Mississippi,SOUTH CENTRAL,Marion,5,99.95,MS,31.230126,–89.821736
Mississippi,SOUTH CENTRAL,Pike,3,99.95,MS,31.177517,–90.397725
Mississippi,SOUTH CENTRAL,Simpson,3,99.95,MS,31.902503,–89.917707
Mississippi,SOUTH CENTRAL,Smith,1,99.95,MS,32.019034,–89.494973
Mississippi,SOUTH CENTRAL,Walthall,11,99.95,MS,31.164492,–90.103431
Mississippi,SOUTHEAST AND COASTAL,Clarke,4,99.95,MS,32.048448,–88.685964
Mississippi,SOUTHEAST AND COASTAL,Forrest,7,99.95,MS,31.18858,–89.259447
Mississippi,SOUTHEAST AND COASTAL,George,15,99.95,MS,30.855431,–88.642268
Mississippi,SOUTHEAST AND COASTAL,Greene,11,99.95,MS,31.212846,–88.634811
Mississippi,SOUTHEAST AND COASTAL,Harrison,17,99.95,MS,30.416536,–89.083376
Mississippi,SOUTHEAST AND COASTAL,Jackson,27,99.95,MS,30.458491,–88.619991
Mississippi,SOUTHEAST AND COASTAL,Jasper,5,99.95,MS,32.016989,–89.119430
Mississippi,SOUTHEAST AND COASTAL,Jones,17,99.95,MS,31.621044,–89.167262
Mississippi,SOUTHEAST AND COASTAL,Lauderdale,1,99.95,MS,32.403998,–88.660449
Mississippi,SOUTHEAST AND COASTAL,Newton,9,99.95,MS,32.40197,–89.118412
Mississippi,SOUTHEAST AND COASTAL,Pearl River,19,99.95,MS,30.773791,–89.586832
Mississippi,SOUTHEAST AND COASTAL,Perry,6,99.95,MS,31.169307,–88.988755
Mississippi,SOUTHEAST AND COASTAL,Stone,4,99.95,MS,30.790184,–89.112297
Mississippi,SOUTHEAST AND COASTAL,Wayne,1,99.95,MS,31.64476,–88.682057
Mississippi,SOUTHWEST,Amite,5,99.95,MS,31.203933,–90.795542
Mississippi,SOUTHWEST,Claiborne,2,99.95,MS,31.97281,–90.915424
Mississippi,SOUTHWEST,Copiah,14,99.95,MS,31.866915,–90.448758
Mississippi,SOUTHWEST,Franklin,3,99.95,MS,31.477798,–90.895884
Mississippi,SOUTHWEST,Hinds,11,99.95,MS,32.267924,–90.465900
Mississippi,SOUTHWEST,Lincoln,18,99.95,MS,31.535216,–90.453566
Mississippi,UPPER DELTA,Bolivar,2,99.95,MS,33.799278,–90.884476
Mississippi,UPPER DELTA,Quitman,1,99.95,MS,34.25264,–90.290525
Mississippi,UPPER DELTA,Tallahatchie,5,99.95,MS,33.955891,–90.172833
Mississippi,UPPER DELTA,Tunica,1,99.95,MS,34.652201,–90.371770
Missouri,CENTRAL,Benton,6,99.5,MO,38.301036,–93.287942
Missouri,CENTRAL,Boone,31,99.5,MO,38.989657,–92.310779
Missouri,CENTRAL,Callaway,19,99.5,MO,38.835966,–91.924089
Missouri,CENTRAL,Camden,8,99.5,MO,38.031995,–92.765138
Missouri,CENTRAL,Cole,11,99.5,MO,38.506847,–92.271404
Missouri,CENTRAL,Cooper,9,99.5,MO,38.845386,–92.812323
Missouri,CENTRAL,Dallas,16,99.5,MO,37.683583,–93.033812
Missouri,CENTRAL,Hickory,8,99.5,MO,37.9367,–93.322835
Missouri,CENTRAL,Howard,5,99.5,MO,39.143365,–92.695926
Missouri,CENTRAL,Laclede,12,99.5,MO,37.65969,–92.594832
Missouri,CENTRAL,Maries,7,99.5,MO,38.162615,–91.923601
Missouri,CENTRAL,Miller,7,99.5,MO,38.21672,–92.429871
Missouri,CENTRAL,Moniteau,10,99.5,MO,38.633037,–92.583642
Missouri,CENTRAL,Morgan,16,99.5,MO,38.420807,–92.874835
Missouri,CENTRAL,Osage,8,99.5,MO,38.464254,–91.859504
Missouri,CENTRAL,Pettis,17,99.5,MO,38.727367,–93.285207
Missouri,CENTRAL,Phelps,10,99.5,MO,37.866326,–91.790349
Missouri,CENTRAL,Polk,20,99.5,MO,37.616761,–93.400817
Missouri,CENTRAL,Pulaski,10,99.5,MO,37.824835,–92.207022
Missouri,CENTRAL,Saline,6,99.5,MO,39.13584,–93.204164
Missouri,EAST,Crawford,6,99.5,MO,37.966561,–91.313933
Missouri,EAST,Franklin,32,99.5,MO,38.408313,–91.073410
Missouri,EAST,Gasconade,3,99.5,MO,38.441183,–91.505780
Missouri,EAST,Jefferson,21,99.5,MO,38.257414,–90.543138
Missouri,EAST,Lincoln,20,99.5,MO,39.058568,–90.957771
Missouri,EAST,Montgomery,15,99.5,MO,38.935162,–91.465437
Missouri,EAST,Perry,6,99.5,MO,37.71113,–89.802125
Missouri,EAST,St. Charles,13,99.5,MO,38.781102,–90.674915
Missouri,EAST,St. Francois,7,99.5,MO,37.810707,–90.473868
Missouri,EAST,St. Louis,17,99.5,MO,38.640702,–90.445954
Missouri,EAST,Ste. Genevieve,10,99.5,MO,37.89018,–90.181170
Missouri,EAST,Warren,9,99.5,MO,38.761902,–91.159307
Missouri,EAST,Washington,11,99.5,MO,37.942315,–90.897056
Missouri,NORTH CENTRAL,Adair,11,99.5,MO,40.190666,–92.603592
Missouri,NORTH CENTRAL,Carroll,6,99.5,MO,39.427375,–93.500227
Missouri,NORTH CENTRAL,Chariton,3,99.5,MO,39.517969,–92.961621
Missouri,NORTH CENTRAL,Grundy,20,99.5,MO,40.112541,–93.565054
Missouri,NORTH CENTRAL,Linn,11,99.5,MO,39.86444,–93.108019
Missouri,NORTH CENTRAL,Livingston,6,99.5,MO,39.778587,–93.548201
Missouri,NORTH CENTRAL,Macon,9,99.5,MO,39.829795,–92.564340
Missouri,NORTH CENTRAL,Randolph,14,99.5,MO,39.441601,–92.492725
Missouri,NORTH CENTRAL,Schuyler,5,99.5,MO,40.469361,–92.519016
Missouri,NORTH CENTRAL,Sullivan,12,99.5,MO,40.209587,–93.109783
Missouri,NORTHEAST,Audrain,12,99.5,MO,39.21448,–91.843415
Missouri,NORTHEAST,Clark,2,99.5,MO,40.407275,–91.729472
Missouri,NORTHEAST,Knox,8,99.5,MO,40.136776,–92.146809
Missouri,NORTHEAST,Lewis,4,99.5,MO,40.084559,–91.728803
Missouri,NORTHEAST,Marion,3,99.5,MO,39.807538,–91.635379
Missouri,NORTHEAST,Monroe,16,99.5,MO,39.49827,–92.006458
Missouri,NORTHEAST,Pike,9,99.5,MO,39.344178,–91.171042
Missouri,NORTHEAST,Ralls,13,99.5,MO,39.553455,–91.524787
Missouri,NORTHEAST,Scotland,11,99.5,MO,40.447686,–92.142824
Missouri,NORTHEAST,Shelby,3,99.5,MO,39.797531,–92.088719
Missouri,NORTHWEST,Andrew,5,99.5,MO,39.988863,–94.803551
Missouri,NORTHWEST,Atchison,3,99.5,MO,40.431846,–95.437555
Missouri,NORTHWEST,Buchanan,10,99.5,MO,39.66037,–94.808173
Missouri,NORTHWEST,Caldwell,8,99.5,MO,39.658998,–93.979179
Missouri,NORTHWEST,Clay,4,99.5,MO,39.315551,–94.421502
Missouri,NORTHWEST,Clinton,9,99.5,MO,39.608723,–94.395803
Missouri,NORTHWEST,Daviess,12,99.5,MO,39.962839,–93.970053
Missouri,NORTHWEST,Dekalb,16,99.5,MO,39.894665,–94.407190
Missouri,NORTHWEST,Gentry,4,99.5,MO,40.209379,–94.404110
Missouri,NORTHWEST,Harrison,16,99.5,MO,40.34562,–93.992582
Missouri,NORTHWEST,Nodaway,16,99.5,MO,40.360484,–94.883281
Missouri,NORTHWEST,Platte,8,99.5,MO,39.378696,–94.761472
Missouri,NORTHWEST,Ray,16,99.5,MO,39.308401,–93.995746
Missouri,NORTHWEST,Worth,7,99.5,MO,40.480482,–94.419129
Missouri,SOUTH CENTRAL,Bollinger,12,99.5,MO,37.318349,–90.024601
Missouri,SOUTH CENTRAL,Carter,7,99.5,MO,36.944783,–90.945626
Missouri,SOUTH CENTRAL,Dent,16,99.5,MO,37.60325,–91.495916
Missouri,SOUTH CENTRAL,Douglas,22,99.5,MO,36.946517,–92.515892
Missouri,SOUTH CENTRAL,Howell,19,99.5,MO,36.774369,–91.887368
Missouri,SOUTH CENTRAL,Iron,5,99.5,MO,37.62596,–90.699627
Missouri,SOUTH CENTRAL,Madison,4,99.5,MO,37.473235,–90.345453
Missouri,SOUTH CENTRAL,Oregon,3,99.5,MO,36.684867,–91.402902
Missouri,SOUTH CENTRAL,Ozark,7,99.5,MO,36.649643,–92.458580
Missouri,SOUTH CENTRAL,Reynolds,1,99.5,MO,37.360857,–90.969516
Missouri,SOUTH CENTRAL,Ripley,7,99.5,MO,36.648902,–90.867060
Missouri,SOUTH CENTRAL,Shannon,1,99.5,MO,37.15198,–91.398364
Missouri,SOUTH CENTRAL,Taney,6,99.5,MO,36.649827,–93.042819
Missouri,SOUTH CENTRAL,Texas,20,99.5,MO,37.314257,–91.964478
Missouri,SOUTH CENTRAL,Wayne,6,99.5,MO,37.113825,–90.460868
Missouri,SOUTH CENTRAL,Webster,30,99.5,MO,37.280804,–92.876080
Missouri,SOUTH CENTRAL,Wright,7,99.5,MO,37.267636,–92.480010
Missouri,SOUTHEAST,Butler,2,99.5,MO,36.71518,–90.403130
Missouri,SOUTHEAST,Cape Girardeau,3,99.5,MO,37.383882,–89.684908
Missouri,SOUTHEAST,Dunklin,5,99.5,MO,36.153025,–90.062254
Missouri,SOUTHEAST,Mississippi,1,99.5,MO,36.826264,–89.295929
Missouri,SOUTHEAST,New Madrid,1,99.5,MO,36.594261,–89.655949
Missouri,SOUTHEAST,Pemiscot,1,99.5,MO,36.209916,–89.785942
Missouri,SOUTHEAST,Scott,1,99.5,MO,37.047793,–89.568098
Missouri,SOUTHEAST,Stoddard,13,99.5,MO,36.855428,–89.941735
Missouri,SOUTHWEST,Barry,19,99.5,MO,36.699378,–93.834326
Missouri,SOUTHWEST,Barton,11,99.5,MO,37.500799,–94.344089
Missouri,SOUTHWEST,Christian,25,99.5,MO,36.969739,–93.187614
Missouri,SOUTHWEST,Dade,9,99.5,MO,37.43235,–93.854878
Missouri,SOUTHWEST,Greene,29,99.5,MO,37.258196,–93.340641
Missouri,SOUTHWEST,Jasper,28,99.5,MO,37.200865,–94.338869
Missouri,SOUTHWEST,Lawrence,22,99.5,MO,37.106135,–93.833262
Missouri,SOUTHWEST,Mcdonald,6,99.5,MO,36.630218,–94.343956
Missouri,SOUTHWEST,Newton,27,99.5,MO,36.908017,–94.334741
Missouri,SOUTHWEST,Stone,14,99.5,MO,36.747857,–93.467782
Missouri,WEST,Bates,11,99.5,MO,38.257217,–94.339246
Missouri,WEST,Cass,29,99.5,MO,38.647159,–94.354242
